ID,Sku,unit,kod_odrzavanja,skupljanje,oeko_badge,"Regular Price","Parent Product ID"
201922,"15100 - 827",,,,,8.50,6657
201923,"15100 - 828",,,,,8.50,6657
201924,"15100 - 829",,,,,8.50,6657
201926,"15100 - 831",,,,,8.50,6657
201928,"15100 - 833",,,,,8.50,6657
201929,"15100 - 834",,,,,8.50,6657
201930,"15100 - 835",,,,,8.50,6657
202046,"09999 - 1",met,"ax+!\","po dužini do 1% po širini do 1%",,,0
202051,"09999 - 006",,,,,9.99,202046
202052,"09999 - 052",,,,,9.99,202046
202053,"09999 - 063",,,,,9.99,202046
202054,"09999 - 015",,,,,9.99,202046
202055,"09999 - 018",,,,,9.99,202046
202056,"09999 - 034",,,,,9.99,202046
202057,"09999 - 056",,,,,9.99,202046
202059,"09999 - 124",,,,,9.99,202046
202093,"25123 - 1",kom,,,,8.50,0
202103,"25124 - 1",kom,,,,8.50,0
202110,"25125 - 1",kom,,,,8.50,0
202126,"25126 - 1",kom,,,,,0
202127,"25126 - GOLD",,,,,9.90,202126
202128,"25126 - SILVER",,,,,9.90,202126
202142,,,,,,10.62,35377
202147,"17170 - BORDEAUX",,,,,10.62,35377
202209,"15100 - 716",,,,,8.50,6657
202238,"23249 - 1",met,gyA-!,"po dužini do 2,5% po širini do 2%",,,0
202249,"23249 - 05200",,,,,13.90,202238
202251,"23249 - 05200-069",,,,,13.90,202238
202252,"23249 - 05201-051",,,,,13.90,202238
202254,"23249 - 05201-068",,,,,13.90,202238
202255,"23249 - 05261-069",,,,,13.90,202238
202303,"14564 - 05191-004",,,,,12.90,103716
202304,"14564 - 05191-005",,,,,12.90,103716
202354,23233-1,met,axA&#039;&quot;,"po dužini do 1,4% po širini do 1%",yes,,0
202398,"25127 - 1",,,,,11.00,202354
202399,"25127 - 2",,,,,11.00,202354
202401,"25127 - 4",,,,,11.00,202354
202403,"25127 - 6",,,,,11.00,202354
202404,"25127 - 7",,,,,11.00,202354
202405,"25127 - 8",,,,,11.00,202354
202423,"17019 - 30009",,,,,14.50,137372
202450,"09369 - 796",,,,,4.90,22390
202451,"09369 - 3240",,,,,4.90,22390
202452,"09369 - 3342",,,,,4.90,22390
202453,"09369 - 3358",,,,,4.90,22390
202454,"09369 - 3392",,,,,4.90,22390
202455,"09369 - 3460",,,,,4.90,22390
202456,"09369 - 3485",,,,,4.90,22390
202458,"09369 - 3604",,,,,4.90,22390
202488,"22216 - 1",met,,,,1.20,0
202575,"09222 - 11497-02",,,,,7.80,144885
202576,"09222 - 24638-4",,,,,7.80,144885
202615,"09222 - 10102-2",,,,,7.80,144885
202616,"09222 - 10779-8 -30%",,,,,7.80,144885
202618,"09222 - 2096-70 -30%",,,,,7.80,144885
202619,"09222 - 23414-8",,,,,7.80,144885
202620,"09222 - 23681",,,,,7.80,144885
202621,"09222 - 2636 -30%",,,,,7.80,144885
202622,"09222 - 2868 -30%",,,,,7.80,144885
202623,"09222 - 3583-10 -30%",,,,,7.80,144885
202624,"09222 - 4-3583 -30%",,,,,7.80,144885
202625,"09222 - 5175-1",,,,,7.80,144885
202626,"09222 - 5646-6",,,,,7.80,144885
202693,"25128 - 1",met,xA+!a,"po dužini do ~1,0% po širini do ~0,5%",,,0
202697,"25128 - 1012",,,,,12.50,202693
202698,"25128 - 1130",,,,,12.50,202693
202833,"20090 - 58",,,,,3.60,83839
202834,,,,,,3.60,83839
203154,"15314 - DARK CYCLAMEN",,,,,10.50,109404
203176,"23127 - N23433-051",,,,,16.50,146769
203326,"15021 - ALBANI LILA",,,,,13.50,106479
203330,"15021 - ISELLE FUCSIA",,,,,13.50,106479
203331,"15021 - JUNE PESCO MULTICOLOR",,,,,13.50,106479
203333,"15021 - PAZEL MULTICOLOR",,,,,13.50,106479
203334,"15021 - ZAITUN UNICO",,,,,13.50,106479
203353,25133,met,axA+!,"po dužini do 3% po širini do 2%",,13.90,0
203368,"15283 - IVORY",,,,,17.60,67983
203369,"15283 - WHITE",,,,,17.60,67983
203405,25129,met,"axA\!","po dužini do 3% po širini do 2%",yes,,0
203409,"25129 - ORO",,,,,13.50,203405
203410,"25129 - CRUDO",,,,,13.50,203405
203510,25132,met,"axA\!","po dužini do 3% po širini do 2%",,,0
203513,"25132 - DESTELLO CRUDO",,,,,14.00,203510
203514,"25132 - STARS CRUDO",,,,,14.00,203510
203548,25130,met,"axA\!","po dužini do 3% po širini do 2%",,,0
203551,"25130 - 5171 ROJO",,,,,14.00,203548
203552,"25130 - 5183 UNICO",,,,,14.00,203548
203571,25131,met,"axA\!","po dužini do 3% po širini do 2%",,,0
203574,"25131 - 5200 ROJO",,,,,13.50,203571
203575,"25131 - 5212 UNICO",,,,,13.50,203571
203595,12235-P,met,axA&#039;&quot;,"po dužini do 2,2% po širini do 1,8%",,,0
203612,"12235-P - BEIGE",,,,,12.50,203595
203613,"12235-P - LIGHT CAMEL",,,,,12.50,203595
203614,"12235-P - GOLD",,,,,12.50,203595
203615,"12235-P - CAROLINE BLUE",,,,,12.50,203595
203616,"12235-P - YELLOW",,,,,12.50,203595
203617,"12235-P - POWDER PINK",,,,,12.50,203595
203618,"12235-P - ROYAL BLUE",,,,,12.50,203595
203619,"12235-P - MINT",,,,,12.50,203595
203620,"12235-P - BLACK",,,,,12.50,203595
203621,"12235-P - WHITE",,,,,12.50,203595
203622,"12235-P - PINK",,,,,12.50,203595
203623,"12235-P - LIGHT PEACH",,,,,12.50,203595
203723,"19156 - DARK BROWN",,,,,12.50,166795
203724,"19156 - LIGHT RED",,,,,12.50,166795
203725,"19156 - DARK ROYAL BLUE",,,,,12.50,166795
203726,"19156 - LIGHT BEIGE",,,,,12.50,166795
203775,"21037 - 0008",,,,,11.90,94838
203776,"21037 - 0028",,,,,11.90,94838
203777,"21037 - 0827",,,,,11.90,94838
203778,"21037 - 1345",,,,,11.90,94838
203797,"12250 - 2012 GHIACCIO",,,,,13.90,7571
203801,"15008 - 128",,,,,8.30,17631
204078,"17157 - 8000",,,,,5.50,88553
204083,"19067 - 105",,,,,9.70,61394
204088,"17212 - 100",,,,,13.90,37530
204089,"17212 - 695",,,,,13.90,37530
204090,"17212 - 990",,,,,13.90,37530
204101,"16292 - 635",,,,,10.80,18742
204124,"18233 PRINT",met,txA8$,"po dužini do 2% po širini do 2%",yes,,0
204129,"18233 - N21648-043",,,,,13.90,204124
204130,"18233 - N22453-008",,,,,13.90,204124
204131,"18233 - N22467-052",,,,,13.90,204124
204182,"24137 - N22250-016",,,,,14.50,182878
204211,"21077 - N22246-007",,,,,25.22,104488
204212,"21007 - N22246-069",,,,,25.22,104488
204231,25134,met,tyA+$,"po dužini do 2% po širini do 1,8%",,79.00,0
204273,"18028 - 215",,,,,11.50,44445
204341,"17019 - K100",,,,,14.50,137372
204342,"17019 - K425",,,,,14.50,137372
204364,"24139 - MAUVE",,,,,10.90,183400
204365,"24139 - EMERALD GREEN",,,,,10.90,183400
204366,"24139 - IVORY",,,,,10.90,183400
204367,"24139 - FUCHSIA",,,,,10.90,183400
204368,"24139 - LIGHT BLUE",,,,,10.90,183400
204369,"24139 - PALE YELLOW",,,,,10.90,183400
204370,"24139 - ROYAL BLUE",,,,,10.90,183400
204371,"24139 - BLACK",,,,,10.90,183400
204372,"24139 - WHITE",,,,,10.90,183400
204373,"24139 - DARK RED",,,,,10.90,183400
204374,"24139 - RED",,,,,10.90,183400
204375,"24139 - GREY",,,,,10.90,183400
204376,"24139 - BORDEAUX",,,,,10.90,183400
204421,"19070 - 008",,,,,15.90,68129
204422,"19070 - 015",,,,,15.90,68129
204423,"19070 - 069",,,,,15.90,68129
204447,"12111 - 2030",,,,,5.10,112249
204459,"19028 - K400",,,,,12.70,61480
204461,"19028 - 533",,,,,12.70,61480
204462,"19028 - 860",,,,,12.70,61480
204479,"15100 - 857",,,,,8.50,6657
204481,"15100 - 859",,,,,8.50,6657
204482,"15100 - 860",,,,,8.50,6657
204483,"15100 - 861",,,,,8.50,6657
204484,"15100 - 862",,,,,8.50,6657
204485,"15100 - 863",,,,,8.50,6657
204486,"15100 - 864",,,,,8.50,6657
204487,"15100 - 865",,,,,8.50,6657
204490,"15100 - 868",,,,,8.50,6657
204491,"15100 - 869",,,,,8.50,6657
204557,"TEST PROIZVOD PO NARUDŽBI",met,ayA+!,"po dužini do 2,2% po širini do 1,8%",,8.00,0
204580,"20096 - 23743-006",,,,,9.90,90376
204581,"20096 - 23743-013",,,,,9.90,90376
204582,"20096 - 23743-043",,,,,9.90,90376
204594,"21008 - 23307-023",,,,,10.90,90168
204595,"21008 - 23322-037",,,,,10.90,90168
204606,"20096 - 19764-015",,,,,9.90,90376
204607,"20096 - 19767-050",,,,,9.90,90376
204735,25142,met,axA+!,"po dužini do 3,0% po širini do 2,5%",,16.00,0
204748,"20096 - 19765-050",,,,,9.90,90376
204762,"25151 AURON ROJO",par,"ax+!\","po dužini do 3% po širini do 3%",yes,8.00,0
204800,"25151 POSY MULTICOLOR",par,"ax+!\","po dužini do 3% po širini do 3%",yes,8.00,0
204816,"25151 CATALIS MULTICOLOR",par,"ax+!\","po dužini do 3% po širini do 3%",yes,8.00,0
204832,"25151 ALBURY ROJO",par,"ax+!\","po dužini do 3% po širini do 3%",yes,8.00,0
204848,"25151 ALDA 01 ROJO",par,"ax+!\","po dužini do 3% po širini do 3%",yes,8.00,0
204866,"25151 ANNYA ROJO",par,"ax+!\","po dužini do 3% po širini do 3%",yes,8.00,0
204879,"25151 SAIBI ROJO",par,"ax+!\","po dužini do 3% po širini do 3%",yes,8.00,0
204895,"25151 ALDAON ROJO",par,"ax+!\","po dužini do 3% po širini do 3%",yes,8.00,0
204912,"25149 AURON ROJO",kom,"ax+!\","po dužini do 3% po širini do 3%",yes,8.00,0
204925,"25149 ANNYA ROJO",kom,"ax+!\","po dužini do 3% po širini do 3%",yes,8.00,0
204939,"25149 CATALIS MULTICOLOR",kom,"ax+!\","po dužini do 3% po širini do 3%",yes,8.00,0
204953,"25150 CATALIS MULTICOLOR",kom,"ax+!\","po dužini do 3% po širini do 3%",yes,16.00,0
204966,"25150 ANNYA ROJO",kom,"ax+!\","po dužini do 3% po širini do 3%",yes,16.00,0
204979,"25150 AURON ROJO",kom,"ax+!\","po dužini do 3% po širini do 3%",yes,16.00,0
204993,"24075 - 262",,,,,6.50,170568
205000,25141,met,axA+!,"po dužini do 3% po širini do 2,5%",yes,,0
205021,"25141 - 008",,,,,9.90,205000
205022,"25141 - 016",,,,,9.90,205000
205023,"25141 - 028",,,,,9.90,205000
205024,"25141 - 052",,,,,9.90,205000
205025,"25141 - 069",,,,,9.90,205000
205067,"24075 - 010",,,,,6.50,170568
205068,"24075 - 039",,,,,6.50,170568
205069,"24075 - 040",,,,,6.50,170568
205079,"24075 - 031",,,,,6.50,170568
205083,25143,met,axA+!,,yes,,0
205087,"25143 - 005",,,,,11.90,205083
205088,"25143 - 008",,,,,11.90,205083
205089,"25143 - 016",,,,,11.90,205083
205090,"25143 - 017",,,,,11.90,205083
205091,"25143 - 050",,,,,11.90,205083
205092,"25143 - 051",,,,,11.90,205083
205093,"25143 - 052",,,,,11.90,205083
205094,"25143 - 069",,,,,11.90,205083
205095,"25143 - 128",,,,,11.90,205083
205139,25136,met,"ax\+$","po dužini do 1,5% po širini do 1%",yes,,0
205145,"25136 - 008",,,,,15.00,205139
205146,"25136 - 018",,,,,15.00,205139
205147,"25136 - 069",,,,,15.00,205139
205171,25139,met,"axA\!","po dužini do 3% po širini do 2%",yes,,0
205174,"25139 - 1450 AZUL",,,,,12.90,205171
205175,"25139 - 1450 FRESA",,,,,12.90,205171
205176,"25139 - 4669 OCRE",,,,,12.90,205171
205177,"25139 - 4669 ROSA",,,,,12.90,205171
205178,"25139 - 4669 VERDE",,,,,12.90,205171
205179,"25139 - 4771 FRESA",,,,,12.90,205171
205180,"25139 - 4772 AZUL",,,,,12.90,205171
205181,"25139 - 4772 FRESA",,,,,12.90,205171
205182,"25139 - 4772 GRIS",,,,,12.90,205171
205183,"25139 - 4781 AZUL",,,,,12.90,205171
205184,"25139 - 4781 FRESA",,,,,12.90,205171
205242,25140,met,"axA\+","po dužini do 3% po širini do 2%",yes,13.90,0
205259,"22069 - POWDER",,,,,15.50,114179
205268,"22214 - 305",,,,,12.00,121822
205284,25152,met,"ax+!\","po dužini do 3,5% po širini do 3,2%",yes,,0
205287,"25152 - AZUL",,,,,12.00,205284
205288,"25152 - MUSGO",,,,,12.00,205284
205289,"25152 - PIEDRA",,,,,12.00,205284
205314,25138,met,"ax+!\","po dužini do 3,5% po širini do 3,2%",yes,14.40,0
205330,25153,met,"ax+!\","po dužini do 3,5% po širini do 3,2%",yes,,0
205334,"25153 - ALIDA",,,,,12.00,205330
205335,"25153 - LEYSIN",,,,,12.00,205330
205336,"25153 - MAIZA",,,,,12.00,205330
205390,"23135 - 980",,,,,15.00,148926
205417,"24125 - K-47027-510",,,,,12.50,181628
205448,"18255 - 1893",,,,,3.90,75040
205449,"18255 - 3483",,,,,3.90,75040
205450,"18255 - 4574",,,,,3.90,75040
205599,"22215 - 2 BLACK",,,,,6.50,121809
205604,"17019 - 240",,,,,14.50,137372
205609,"09657 - UNI BLU",,,,,23.80,12335
205610,"09657 - UNI GIALLO",,,,,23.80,12335
205670,"15315 - N006",,,,,15.70,4331
205671,"15315 - Q219",,,,,15.70,4331
205673,"15315 - K001",,,,,15.70,4331
205674,"15315 - K570",,,,,15.70,4331
205675,"15315 - K178",,,,,15.70,4331
205676,"15315 - K881",,,,,15.70,4331
205677,"15315 - K410",,,,,15.70,4331
205678,"15315 - Q259",,,,,15.70,4331
205679,"15315 - M413",,,,,15.70,4331
205680,"15315 - K820",,,,,15.70,4331
205681,"15315 - Q207",,,,,15.70,4331
205682,"15315 - M1142",,,,,15.70,4331
205683,"15315 - K100",,,,,15.70,4331
205684,"15315 - K505",,,,,15.70,4331
205685,"15315 - N067",,,,,15.70,4331
205686,"15315 - K400",,,,,15.70,4331
205687,"15315 - Q202",,,,,15.70,4331
205688,"15315 - Q215",,,,,15.70,4331
205689,"15315 - K999",,,,,15.70,4331
205690,"15315 - Q205",,,,,15.70,4331
205691,"15315 - Q253",,,,,15.70,4331
205692,"15315 - K020",,,,,15.70,4331
205693,"15315 - N124",,,,,15.70,4331
205694,"15315 - N052",,,,,15.70,4331
205695,"15315 - N014",,,,,15.70,4331
205696,"15315 - N051",,,,,15.70,4331
205697,"15315 - K961",,,,,15.70,4331
205932,"09222 BOZIC - 1504-8",,,,,7.80,155567
205933,"09222 BOZIC - 1604-10",,,,,7.80,155567
205967,"13046 - 1",,,,,5.50,8473
205968,"13046 - 10",,,,,5.50,8473
205969,"13046 - 11",,,,,5.50,8473
205970,"13046 - 12",,,,,5.50,8473
205971,"13046 - 13",,,,,5.50,8473
205972,"13046 - 14",,,,,5.50,8473
205973,"13046 - 15",,,,,5.50,8473
205974,"13046 - 17",,,,,5.50,8473
205975,"13046 - 18",,,,,5.50,8473
205976,"13046 - 19",,,,,5.50,8473
205977,"13046 - 2",,,,,5.50,8473
205978,"13046 - 20",,,,,5.50,8473
205979,"13046 - 23",,,,,5.50,8473
205980,"13046 - 25",,,,,5.50,8473
205981,"13046 - 26",,,,,5.50,8473
205982,"13046 - 3",,,,,5.50,8473
205983,"13046 - 37",,,,,5.50,8473
205984,"13046 - 38",,,,,5.50,8473
205985,"13046 - 4",,,,,5.50,8473
205986,"13046 - 43",,,,,5.50,8473
205987,"13046 - 45",,,,,5.50,8473
205988,"13046 - 6",,,,,5.50,8473
205989,"13046 - 7",,,,,5.50,8473
205990,"13046 - 8",,,,,5.50,8473
205991,"13046 - 9",,,,,5.50,8473
205992,"13046 - 102",,,,,5.50,8473
205993,"13046 - 103",,,,,5.50,8473
205994,"13046 - 116",,,,,5.50,8473
205995,"13046 - 117",,,,,5.50,8473
205996,"13046 - 118",,,,,5.50,8473
205997,"13046 - 119",,,,,5.50,8473
205998,"13046 - 27",,,,,5.50,8473
205999,"13046 - 377",,,,,5.50,8473
206000,"13046 - 39",,,,,5.50,8473
206001,"13046 - 40",,,,,5.50,8473
206002,"13046 - 41",,,,,5.50,8473
206003,"13046 - 42",,,,,5.50,8473
206004,"13046 - 44",,,,,5.50,8473
206381,"13046 - 5",,,,,5.50,8473
206400,"23059 - 020",,,,,69.00,136167
206401,"23059 - 425",,,,,69.00,136167
206402,"23059 - 427",,,,,69.00,136167
206403,"23059 - 590",,,,,69.00,136167
206404,"23059 - 600",,,,,69.00,136167
206405,"23059 - 820",,,,,69.00,136167
206406,"23059 - 970",,,,,69.00,136167
206407,"23059 - 999",,,,,69.00,136167
206437,"09140 - Q6",,,,,12.50,17656
206438,"09140 - Q13",,,,,12.50,17656
206439,"09140 - Q17",,,,,12.50,17656
206440,"09140 - Q33",,,,,12.50,17656
206441,"09140 - Q53",,,,,12.50,17656
206442,"09140 - Q37",,,,,12.50,17656
206444,"09140 - 100",,,,,12.50,17656
206445,"09140 - 200",,,,,12.50,17656
206446,"09140 - 215",,,,,12.50,17656
206447,"09140 - 400",,,,,12.50,17656
206448,"09140 - 425",,,,,12.50,17656
206449,"09140 - 440",,,,,12.50,17656
206450,"09140 - 600",,,,,12.50,17656
206451,"09140 - 650",,,,,12.50,17656
206452,"09140 - 820",,,,,12.50,17656
206453,"09140 - 980",,,,,12.50,17656
206454,"09140 - 999",,,,,12.50,17656
206514,25156,set,,,,39.90,0
206643,"15100 - 237",,,,,8.50,6657
206646,"15100 - 542",,,,,8.50,6657
206654,"15100 - 688",,,,,8.50,6657
206658,"15100 - 736",,,,,8.50,6657
206660,"15100 - 749",,,,,8.50,6657
206661,"15100 - 781",,,,,8.50,6657
206664,"09222 - 23330-13",,,,,7.80,144885
206665,"09222 - 25216-35",,,,,7.80,144885
206666,"09222 - 25216-46",,,,,7.80,144885
206667,"09222 - 28482-2",,,,,7.80,144885
206668,"09222 - 28518-13",,,,,7.80,144885
206669,"09222 - 28892-8",,,,,7.80,144885
206670,"09222 - 29515-1",,,,,7.80,144885
206671,"09222 - 29515-4",,,,,7.80,144885
206672,"09222 - 29732-5",,,,,7.80,144885
206701,"19198 - 3763 VERDE",,,,,15.00,70106
206705,"19137 - N052",,,,,15.90,73913
206712,"14459 - N51",,,,,13.90,17325
206713,"14459 - N5",,,,,13.90,17325
206714,"14459 - N8",,,,,13.90,17325
206715,"14459 - N28",,,,,13.90,17325
206716,"POWDER PINK",,,,,13.90,17325
206717,"14459 - C13",,,,,13.90,17325
206718,"14459 - N70",,,,,13.90,17325
206719,"14459 - PEACH",,,,,13.90,17325
206720,"14459 - C15",,,,,13.90,17325
206721,"14459 - N152",,,,,13.90,17325
206722,"14459 - MINT",,,,,13.90,17325
206723,"14459 - C20",,,,,13.90,17325
206725,"14459 - C22",,,,,13.90,17325
206726,"14459 - BORDEAUX",,,,,13.90,17325
206727,"14459 - C46",,,,,13.90,17325
206728,"14459 - BENETTON GREEN",,,,,13.90,17325
206729,"14459 - C88",,,,,13.90,17325
206730,"14459 - N52",,,,,13.90,17325
206731,"14459 - C142",,,,,13.90,17325
206732,"14459 - N69",,,,,13.90,17325
206733,"14459 - C437",,,,,13.90,17325
206734,"14459 - N50",,,,,13.90,17325
206735,"14459 - C556",,,,,13.90,17325
206811,"13279 - MINI GNOMI",,,,,7.90,11162
206900,25155,met,"ax+!\","po dužini do 3% po širini do 3%",,,0
206903,"25155 - V2",,,,,13.90,206900
206904,"25155 - V21",,,,,13.90,206900
206905,"25155 - V25",,,,,13.90,206900
206906,"25155 - V27",,,,,13.90,206900
206907,"25155 - V30",,,,,13.90,206900
206908,"25155 - V4",,,,,13.90,206900
206934,"25142 - 03",,,,,16.00,204735
206935,"25142 - 68",,,,,16.00,204735
206952,"25136 - 024",,,,,15.00,205139
206953,"25136 - 054",,,,,15.00,205139
206990,25109,met,axA8!,"po dužini do 3% po širini do 2%",yes,17.90,0
207005,25161,met,axA+!,"po dužini do 3% po širini do 2%",,,0
207011,"25161 - 100",,,,,16.00,207005
207012,"25161 - 875",,,,,16.00,207005
207028,25159,met,"sy+$\","po dužini do 1% po širini do 1%",,26.00,0
207041,25160,met,"axA\!","po dužini do 3% po širini do 2%",,16.00,0
207208,25148,kom,fxA+&quot;,,yes,,0
207427,"25148 - 1500",,,,,0.90,207208
207428,"25148 - 1500A",,,,,0.90,207208
207429,"25148 - 1501",,,,,0.90,207208
207430,"25148 - 1502",,,,,0.90,207208
207431,"25148 - 1503",,,,,0.90,207208
207432,"25148 - 1504",,,,,0.90,207208
207433,"25148 - 1505",,,,,0.90,207208
207434,"25148 - 1506",,,,,0.90,207208
207435,"25148 - 1507",,,,,0.90,207208
207436,"25148 - 1508",,,,,0.90,207208
207437,"25148 - 1509",,,,,0.90,207208
207438,"25148 - 1510",,,,,0.90,207208
207439,"25148 - 1511",,,,,0.90,207208
207440,"25148 - 1512",,,,,0.90,207208
207441,"25148 - 1513",,,,,0.90,207208
207442,"25148 - 1514",,,,,0.90,207208
207443,"25148 - 1515",,,,,0.90,207208
207444,"25148 - 1516",,,,,0.90,207208
207445,"25148 - 1517",,,,,0.90,207208
207446,"25148 - 1518",,,,,0.90,207208
207447,"25148 - 1519",,,,,0.90,207208
207448,"25148 - 1520",,,,,0.90,207208
207449,"25148 - 1521",,,,,0.90,207208
207450,"25148 - 1522",,,,,0.90,207208
207451,"25148 - 1523",,,,,0.90,207208
207452,"25148 - 1524",,,,,0.90,207208
207453,"25148 - 1525",,,,,0.90,207208
207454,"25148 - 1526A",,,,,0.90,207208
207455,"25148 - 1526",,,,,0.90,207208
207456,"25148 - 1527",,,,,0.90,207208
207457,"25148 - 1528",,,,,0.90,207208
207458,"25148 - 1529",,,,,0.90,207208
207459,"25148 - 1530",,,,,0.90,207208
207460,"25148 - 1531",,,,,0.90,207208
207461,"25148 - 1532",,,,,0.90,207208
207462,"25148 - 1533",,,,,0.90,207208
207463,"25148 - 1534",,,,,0.90,207208
207464,"25148 - 1535A",,,,,0.90,207208
207465,"25148 - 1535",,,,,0.90,207208
207466,"25148 - 1536",,,,,0.90,207208
207467,"25148 - 1537",,,,,0.90,207208
207468,"25148 - 1538",,,,,0.90,207208
207469,"25148 - 1539",,,,,0.90,207208
207470,"25148 - 1540",,,,,0.90,207208
207471,"25148 - 1541",,,,,0.90,207208
207472,"25148 - 1542",,,,,0.90,207208
207473,"25148 - 1543",,,,,0.90,207208
207474,"25148 - 1544",,,,,0.90,207208
207475,"25148 - 1545",,,,,0.90,207208
207476,"25148 - 1546",,,,,0.90,207208
207477,"25148 - 1547",,,,,0.90,207208
207478,"25148 - 1548",,,,,0.90,207208
207479,"25148 - 1549",,,,,0.90,207208
207480,"25148 - 1550",,,,,0.90,207208
207481,"25148 - 1551",,,,,0.90,207208
207482,"25148 - 1552",,,,,0.90,207208
207483,"25148 - 1553",,,,,0.90,207208
207484,"25148 - 1554",,,,,0.90,207208
207485,"25148 - 1555A",,,,,0.90,207208
207486,"25148 - 1555B",,,,,0.90,207208
207487,"25148 - 1555C",,,,,0.90,207208
207488,"25148 - 1555",,,,,0.90,207208
207489,"25148 - 1556",,,,,0.90,207208
207490,"25148 - 1557",,,,,0.90,207208
207491,"25148 - 1558",,,,,0.90,207208
207492,"25148 - 1559",,,,,0.90,207208
207493,"25148 - 1560",,,,,0.90,207208
207494,"25148 - 1561",,,,,0.90,207208
207495,"25148 - 1562",,,,,0.90,207208
207496,"25148 - 1563",,,,,0.90,207208
207497,"25148 - 1564",,,,,0.90,207208
207498,"25148 - 1565A",,,,,0.90,207208
207499,"25148 - 1565",,,,,0.90,207208
207500,"25148 - 1566A",,,,,0.90,207208
207501,"25148 - 1566",,,,,0.90,207208
207502,"25148 - 1567",,,,,0.90,207208
207503,"25148 - 1568",,,,,0.90,207208
207504,"25148 - 1569",,,,,0.90,207208
207505,"25148 - 1569A",,,,,0.90,207208
207506,"25148 - 1570",,,,,0.90,207208
207507,"25148 - 1571",,,,,0.90,207208
207508,"25148 - 1572",,,,,0.90,207208
207509,"25148 - 1573",,,,,0.90,207208
207510,"25148 - 1574",,,,,0.90,207208
207511,"25148 - 1575",,,,,0.90,207208
207512,"25148 - 1576",,,,,0.90,207208
207513,"25148 - 1577A",,,,,0.90,207208
207514,"25148 - 1577",,,,,0.90,207208
207515,"25148 - 1578",,,,,0.90,207208
207516,"25148 - 1579A",,,,,0.90,207208
207517,"25148 - 1579",,,,,0.90,207208
207518,"25148 - 1580A",,,,,0.90,207208
207519,"25148 - 1580",,,,,0.90,207208
207520,"25148 - 1581",,,,,0.90,207208
207521,"25148 - 1582",,,,,0.90,207208
207522,"25148 - 1583",,,,,0.90,207208
207523,"25148 - 1584",,,,,0.90,207208
207524,"25148 - 1585A",,,,,0.90,207208
207525,"25148 - 1585",,,,,0.90,207208
207526,"25148 - 1586",,,,,0.90,207208
207527,"25148 - 1587A",,,,,0.90,207208
207528,"25148 - 1587",,,,,0.90,207208
207529,"25148 - 1588A",,,,,0.90,207208
207530,"25148 - 1588B",,,,,0.90,207208
207531,"25148 - 1588",,,,,0.90,207208
207532,"25148 - 1589",,,,,0.90,207208
207533,"25148 - 1590",,,,,0.90,207208
207534,"25148 - 1591",,,,,0.90,207208
207535,"25148 - 1592",,,,,0.90,207208
207536,"25148 - 1593",,,,,0.90,207208
207537,"25148 - 1594",,,,,0.90,207208
207538,"25148 - 1595",,,,,0.90,207208
207539,"25148 - 1596",,,,,0.90,207208
207540,"25148 - 1597",,,,,0.90,207208
207541,"25148 - 1598A",,,,,0.90,207208
207542,"25148 - 1598",,,,,0.90,207208
207543,"25148 - 1599",,,,,0.90,207208
207544,"25148 - 1600",,,,,0.90,207208
207545,"25148 - 1601",,,,,0.90,207208
207546,"25148 - 1602",,,,,0.90,207208
207547,"25148 - 1603",,,,,0.90,207208
207548,"25148 - 1604",,,,,0.90,207208
207549,"25148 - 1605",,,,,0.90,207208
207550,"25148 - 1606",,,,,0.90,207208
207551,"25148 - 1607",,,,,0.90,207208
207552,"25148 - 1608A",,,,,0.90,207208
207553,"25148 - 1608B",,,,,0.90,207208
207554,"25148 - 1608C",,,,,0.90,207208
207555,"25148 - 1608",,,,,0.90,207208
207556,"25148 - 1609",,,,,0.90,207208
207557,"25148 - 1610",,,,,0.90,207208
207558,"25148 - 1611",,,,,0.90,207208
207559,"25148 - 1612",,,,,0.90,207208
207560,"25148 - 1613",,,,,0.90,207208
207561,"25148 - 1614",,,,,0.90,207208
207562,"25148 - 1615",,,,,0.90,207208
207563,"25148 - 1616",,,,,0.90,207208
207564,"25148 - 1617",,,,,0.90,207208
207565,"25148 - 1618",,,,,0.90,207208
207566,"25148 - 1619",,,,,0.90,207208
207567,"25148 - 1620A",,,,,0.90,207208
207568,"25148 - 1620",,,,,0.90,207208
207569,"25148 - 1621",,,,,0.90,207208
207570,"25148 - 1622",,,,,0.90,207208
207571,"25148 - 1623",,,,,0.90,207208
207572,"25148 - 1624",,,,,0.90,207208
207573,"25148 - 1625",,,,,0.90,207208
207574,"25148 - 1626A",,,,,0.90,207208
207575,"25148 - 1626B",,,,,0.90,207208
207576,"25148 - 1626",,,,,0.90,207208
207577,"25148 - 1627",,,,,0.90,207208
207578,"25148 - 1628",,,,,0.90,207208
207579,"25148 - 1629",,,,,0.90,207208
207580,"25148 - 1630A",,,,,0.90,207208
207581,"25148 - 1630",,,,,0.90,207208
207582,"25148 - 1631",,,,,0.90,207208
207583,"25148 - 1632",,,,,0.90,207208
207584,"25148 - 1633",,,,,0.90,207208
207585,"25148 - 1634A",,,,,0.90,207208
207586,"25148 - 1634",,,,,0.90,207208
207587,"25148 - 1635A",,,,,0.90,207208
207588,"25148 - 1635B",,,,,0.90,207208
207589,"25148 - 1635C",,,,,0.90,207208
